# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-08-15 20:07:47 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02097517 MORGAN CREEK NEAR CHAPEL HILL, NC
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 02097517
#    TS_ID       Parameter Description
#    89562       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#

	site_no	datetime	tz_cd	89562_00060	89562_00060_cd
USGS	02097517	2022-08-25 06:45	EDT	3.31	A
USGS	02097517	2022-08-25 07:00	EDT	3.41	A
USGS	02097517	2022-08-25 07:15	EDT	3.41	A
USGS	02097517	2022-08-25 07:30	EDT	3.41	A
USGS	02097517	2022-08-25 07:45	EDT	3.41	A
USGS	02097517	2022-08-25 08:00	EDT	3.31	A
USGS	02097517	2022-08-25 08:15	EDT	3.41	A
USGS	02097517	2022-08-25 08:30	EDT	3.62	A
USGS	02097517	2022-08-25 08:45	EDT	3.96	A
USGS	02097517	2022-08-25 09:00	EDT	4.31	A
USGS	02097517	2022-08-25 09:15	EDT	4.70	A
USGS	02097517	2022-08-25 09:30	EDT	4.70	A
USGS	02097517	2022-08-25 09:45	EDT	4.96	A
USGS	02097517	2022-08-25 10:00	EDT	4.96	A
USGS	02097517	2022-08-25 10:15	EDT	5.25	A
USGS	02097517	2022-08-25 10:30	EDT	5.54	A
USGS	02097517	2022-08-25 10:45	EDT	5.84	A
USGS	02097517	2022-08-25 11:00	EDT	6.00	A
USGS	02097517	2022-08-25 11:15	EDT	5.54	A
USGS	02097517	2022-08-25 11:30	EDT	5.54	A
USGS	02097517	2022-08-25 11:45	EDT	5.69	A
USGS	02097517	2022-08-25 12:00	EDT	5.54	A
USGS	02097517	2022-08-25 12:15	EDT	4.96	A
USGS	02097517	2022-08-25 12:30	EDT	4.57	A
USGS	02097517	2022-08-25 12:45	EDT	5.54	A
USGS	02097517	2022-08-25 13:00	EDT	6.00	A
USGS	02097517	2022-08-25 13:15	EDT	6.33	A
USGS	02097517	2022-08-25 13:30	EDT	6.33	A
USGS	02097517	2022-08-25 13:45	EDT	6.67	A
USGS	02097517	2022-08-25 14:00	EDT	6.67	A
USGS	02097517	2022-08-25 14:15	EDT	6.67	A
USGS	02097517	2022-08-25 14:30	EDT	6.67	A
USGS	02097517	2022-08-25 14:45	EDT	6.67	A
USGS	02097517	2022-08-25 15:00	EDT	6.49	A
USGS	02097517	2022-08-25 15:15	EDT	6.49	A
USGS	02097517	2022-08-25 15:30	EDT	6.33	A
USGS	02097517	2022-08-25 15:45	EDT	6.16	A
USGS	02097517	2022-08-25 16:00	EDT	6.00	A
USGS	02097517	2022-08-25 16:15	EDT	6.00	A
USGS	02097517	2022-08-25 16:30	EDT	6.00	A
USGS	02097517	2022-08-25 16:45	EDT	5.84	A
USGS	02097517	2022-08-25 17:00	EDT	6.00	A
USGS	02097517	2022-08-25 17:15	EDT	6.00	A
USGS	02097517	2022-08-25 17:30	EDT	5.84	A
USGS	02097517	2022-08-25 17:45	EDT	5.84	A
USGS	02097517	2022-08-25 18:00	EDT	7.77	A
USGS	02097517	2022-08-25 18:15	EDT	12.8	A
USGS	02097517	2022-08-25 18:30	EDT	14.9	A
USGS	02097517	2022-08-25 18:45	EDT	14.0	A
USGS	02097517	2022-08-25 19:00	EDT	12.8	A
USGS	02097517	2022-08-25 19:15	EDT	11.2	A
USGS	02097517	2022-08-25 19:30	EDT	10.4	A
USGS	02097517	2022-08-25 19:45	EDT	9.69	A
USGS	02097517	2022-08-25 20:00	EDT	9.01	A
USGS	02097517	2022-08-25 20:15	EDT	8.80	A
USGS	02097517	2022-08-25 20:30	EDT	8.58	A
USGS	02097517	2022-08-25 20:45	EDT	8.37	A
USGS	02097517	2022-08-25 21:00	EDT	7.97	A
USGS	02097517	2022-08-25 21:15	EDT	7.58	A
USGS	02097517	2022-08-25 21:30	EDT	7.39	A
USGS	02097517	2022-08-25 21:45	EDT	7.39	A
USGS	02097517	2022-08-25 22:00	EDT	7.39	A
USGS	02097517	2022-08-25 22:15	EDT	7.39	A
USGS	02097517	2022-08-25 22:30	EDT	6.49	A
USGS	02097517	2022-08-25 22:45	EDT	5.54	A
USGS	02097517	2022-08-25 23:00	EDT	5.10	A
USGS	02097517	2022-08-25 23:15	EDT	5.84	A
USGS	02097517	2022-08-25 23:30	EDT	6.33	A
USGS	02097517	2022-08-25 23:45	EDT	6.84	A
USGS	02097517	2022-08-26 00:00	EDT	7.02	A
USGS	02097517	2022-08-26 00:15	EDT	7.20	A
USGS	02097517	2022-08-26 00:30	EDT	7.20	A
USGS	02097517	2022-08-26 00:45	EDT	7.20	A
USGS	02097517	2022-08-26 01:00	EDT	7.58	A
USGS	02097517	2022-08-26 01:15	EDT	7.77	A
USGS	02097517	2022-08-26 01:30	EDT	8.17	A
USGS	02097517	2022-08-26 01:45	EDT	7.97	A
USGS	02097517	2022-08-26 02:00	EDT	8.37	A
USGS	02097517	2022-08-26 02:15	EDT	7.97	A
USGS	02097517	2022-08-26 02:30	EDT	7.97	A
USGS	02097517	2022-08-26 02:45	EDT	7.39	A
USGS	02097517	2022-08-26 03:00	EDT	7.02	A
USGS	02097517	2022-08-26 03:15	EDT	6.67	A
USGS	02097517	2022-08-26 03:30	EDT	6.49	A
USGS	02097517	2022-08-26 03:45	EDT	6.49	A
USGS	02097517	2022-08-26 04:00	EDT	6.49	A
USGS	02097517	2022-08-26 04:15	EDT	6.16	A
USGS	02097517	2022-08-26 04:30	EDT	5.84	A
USGS	02097517	2022-08-26 04:45	EDT	5.84	A
USGS	02097517	2022-08-26 05:00	EDT	5.69	A
USGS	02097517	2022-08-26 05:15	EDT	5.54	A
USGS	02097517	2022-08-26 05:30	EDT	5.54	A
USGS	02097517	2022-08-26 05:45	EDT	5.54	A
USGS	02097517	2022-08-26 06:00	EDT	5.39	A
USGS	02097517	2022-08-26 06:15	EDT	5.39	A
USGS	02097517	2022-08-26 06:30	EDT	5.10	A
USGS	02097517	2022-08-26 06:45	EDT	4.96	A
USGS	02097517	2022-08-26 07:00	EDT	4.83	A
USGS	02097517	2022-08-26 07:15	EDT	4.83	A
USGS	02097517	2022-08-26 07:30	EDT	4.96	A
USGS	02097517	2022-08-26 07:45	EDT	5.10	A
USGS	02097517	2022-08-26 08:00	EDT	5.10	A
USGS	02097517	2022-08-26 08:15	EDT	5.25	A
USGS	02097517	2022-08-26 08:30	EDT	5.54	A
USGS	02097517	2022-08-26 08:45	EDT	5.69	A
USGS	02097517	2022-08-26 09:00	EDT	5.69	A
USGS	02097517	2022-08-26 09:15	EDT	5.69	A
USGS	02097517	2022-08-26 09:30	EDT	5.84	A
USGS	02097517	2022-08-26 09:45	EDT	6.33	A
USGS	02097517	2022-08-26 10:00	EDT	6.67	A
USGS	02097517	2022-08-26 10:15	EDT	6.67	A
USGS	02097517	2022-08-26 10:30	EDT	6.67	A
USGS	02097517	2022-08-26 10:45	EDT	6.67	A
USGS	02097517	2022-08-26 11:00	EDT	6.67	A
USGS	02097517	2022-08-26 11:15	EDT	6.84	A
USGS	02097517	2022-08-26 11:30	EDT	7.02	A
USGS	02097517	2022-08-26 11:45	EDT	7.39	A
USGS	02097517	2022-08-26 12:00	EDT	7.58	A
USGS	02097517	2022-08-26 12:15	EDT	7.58	A
USGS	02097517	2022-08-26 12:30	EDT	7.39	A
USGS	02097517	2022-08-26 12:45	EDT	7.39	A
USGS	02097517	2022-08-26 13:00	EDT	7.20	A
USGS	02097517	2022-08-26 13:15	EDT	7.20	A
USGS	02097517	2022-08-26 13:30	EDT	7.20	A
USGS	02097517	2022-08-26 13:45	EDT	7.20	A
USGS	02097517	2022-08-26 14:00	EDT	7.20	A
USGS	02097517	2022-08-26 14:15	EDT	7.02	A
USGS	02097517	2022-08-26 14:30	EDT	6.67	A
USGS	02097517	2022-08-26 14:45	EDT	6.84	A
USGS	02097517	2022-08-26 15:00	EDT	7.02	A
USGS	02097517	2022-08-26 15:15	EDT	6.84	A
USGS	02097517	2022-08-26 15:30	EDT	6.84	A
USGS	02097517	2022-08-26 15:45	EDT	6.84	A
USGS	02097517	2022-08-26 16:00	EDT	6.67	A
USGS	02097517	2022-08-26 16:15	EDT	6.67	A
USGS	02097517	2022-08-26 16:30	EDT	6.67	A
USGS	02097517	2022-08-26 16:45	EDT	6.67	A
USGS	02097517	2022-08-26 17:00	EDT	6.67	A
USGS	02097517	2022-08-26 17:15	EDT	6.67	A
USGS	02097517	2022-08-26 17:30	EDT	6.67	A
USGS	02097517	2022-08-26 17:45	EDT	6.67	A
USGS	02097517	2022-08-26 18:00	EDT	6.33	A
USGS	02097517	2022-08-26 18:15	EDT	6.00	A
USGS	02097517	2022-08-26 18:30	EDT	5.69	A
USGS	02097517	2022-08-26 18:45	EDT	5.84	A
USGS	02097517	2022-08-26 19:00	EDT	6.16	A
USGS	02097517	2022-08-26 19:15	EDT	6.33	A
USGS	02097517	2022-08-26 19:30	EDT	6.33	A
USGS	02097517	2022-08-26 19:45	EDT	6.49	A
USGS	02097517	2022-08-26 20:00	EDT	6.49	A
USGS	02097517	2022-08-26 20:15	EDT	6.67	A
USGS	02097517	2022-08-26 20:30	EDT	6.84	A
USGS	02097517	2022-08-26 20:45	EDT	6.67	A
USGS	02097517	2022-08-26 21:00	EDT	6.67	A
USGS	02097517	2022-08-26 21:15	EDT	6.49	A
USGS	02097517	2022-08-26 21:30	EDT	6.49	A
USGS	02097517	2022-08-26 21:45	EDT	6.49	A
USGS	02097517	2022-08-26 22:00	EDT	6.49	A
USGS	02097517	2022-08-26 22:15	EDT	6.33	A
USGS	02097517	2022-08-26 22:30	EDT	5.84	A
USGS	02097517	2022-08-26 22:45	EDT	5.10	A
USGS	02097517	2022-08-26 23:00	EDT	4.57	A
USGS	02097517	2022-08-26 23:15	EDT	4.96	A
USGS	02097517	2022-08-26 23:30	EDT	6.00	A
USGS	02097517	2022-08-26 23:45	EDT	6.49	A
USGS	02097517	2022-08-27 00:00	EDT	6.67	A
USGS	02097517	2022-08-27 00:15	EDT	6.67	A
USGS	02097517	2022-08-27 00:30	EDT	6.67	A
USGS	02097517	2022-08-27 00:45	EDT	6.67	A
USGS	02097517	2022-08-27 01:00	EDT	6.67	A
USGS	02097517	2022-08-27 01:15	EDT	6.49	A
USGS	02097517	2022-08-27 01:30	EDT	6.49	A
USGS	02097517	2022-08-27 01:45	EDT	6.49	A
USGS	02097517	2022-08-27 02:00	EDT	6.33	A
USGS	02097517	2022-08-27 02:15	EDT	6.00	A
USGS	02097517	2022-08-27 02:30	EDT	5.84	A
USGS	02097517	2022-08-27 02:45	EDT	5.54	A
USGS	02097517	2022-08-27 03:00	EDT	5.39	A
USGS	02097517	2022-08-27 03:15	EDT	5.25	A
USGS	02097517	2022-08-27 03:30	EDT	5.10	A
USGS	02097517	2022-08-27 03:45	EDT	5.10	A
USGS	02097517	2022-08-27 04:00	EDT	5.10	A
USGS	02097517	2022-08-27 04:15	EDT	4.83	A
USGS	02097517	2022-08-27 04:30	EDT	4.70	A
USGS	02097517	2022-08-27 04:45	EDT	4.70	A
USGS	02097517	2022-08-27 05:00	EDT	4.70	A
USGS	02097517	2022-08-27 05:15	EDT	4.83	A
USGS	02097517	2022-08-27 05:30	EDT	4.83	A
USGS	02097517	2022-08-27 05:45	EDT	4.83	A
USGS	02097517	2022-08-27 06:00	EDT	4.57	A
USGS	02097517	2022-08-27 06:15	EDT	4.44	A
USGS	02097517	2022-08-27 06:30	EDT	4.19	A
USGS	02097517	2022-08-27 06:45	EDT	4.07	A
USGS	02097517	2022-08-27 07:00	EDT	4.31	A
USGS	02097517	2022-08-27 07:15	EDT	4.57	A
USGS	02097517	2022-08-27 07:30	EDT	4.57	A
USGS	02097517	2022-08-27 07:45	EDT	4.57	A
USGS	02097517	2022-08-27 08:00	EDT	4.44	A
USGS	02097517	2022-08-27 08:15	EDT	4.44	A
USGS	02097517	2022-08-27 08:30	EDT	4.44	A
USGS	02097517	2022-08-27 08:45	EDT	4.44	A
USGS	02097517	2022-08-27 09:00	EDT	4.44	A
USGS	02097517	2022-08-27 09:15	EDT	4.44	A
USGS	02097517	2022-08-27 09:30	EDT	4.44	A
USGS	02097517	2022-08-27 09:45	EDT	4.44	A
USGS	02097517	2022-08-27 10:00	EDT	4.44	A
USGS	02097517	2022-08-27 10:15	EDT	4.44	A
USGS	02097517	2022-08-27 10:30	EDT	4.70	A
USGS	02097517	2022-08-27 10:45	EDT	4.96	A
USGS	02097517	2022-08-27 11:00	EDT	5.39	A
USGS	02097517	2022-08-27 11:15	EDT	5.69	A
USGS	02097517	2022-08-27 11:30	EDT	5.54	A
USGS	02097517	2022-08-27 11:45	EDT	4.96	A
USGS	02097517	2022-08-27 12:00	EDT	4.70	A
USGS	02097517	2022-08-27 12:15	EDT	5.69	A
USGS	02097517	2022-08-27 12:30	EDT	6.49	A
USGS	02097517	2022-08-27 12:45	EDT	7.02	A
USGS	02097517	2022-08-27 13:00	EDT	7.20	A
USGS	02097517	2022-08-27 13:15	EDT	7.39	A
USGS	02097517	2022-08-27 13:30	EDT	7.39	A
USGS	02097517	2022-08-27 13:45	EDT	7.39	A
USGS	02097517	2022-08-27 14:00	EDT	7.20	A
USGS	02097517	2022-08-27 14:15	EDT	7.20	A
USGS	02097517	2022-08-27 14:30	EDT	7.20	A
USGS	02097517	2022-08-27 14:45	EDT	7.02	A
USGS	02097517	2022-08-27 15:00	EDT	6.84	A
USGS	02097517	2022-08-27 15:15	EDT	6.84	A
USGS	02097517	2022-08-27 15:30	EDT	7.02	A
USGS	02097517	2022-08-27 15:45	EDT	6.84	A
USGS	02097517	2022-08-27 16:00	EDT	6.49	A
USGS	02097517	2022-08-27 16:15	EDT	6.16	A
USGS	02097517	2022-08-27 16:30	EDT	6.33	A
USGS	02097517	2022-08-27 16:45	EDT	6.33	A
USGS	02097517	2022-08-27 17:00	EDT	6.16	A
USGS	02097517	2022-08-27 17:15	EDT	6.00	A
USGS	02097517	2022-08-27 17:30	EDT	6.00	A
USGS	02097517	2022-08-27 17:45	EDT	6.00	A
USGS	02097517	2022-08-27 18:00	EDT	6.00	A
USGS	02097517	2022-08-27 18:15	EDT	6.16	A
USGS	02097517	2022-08-27 18:30	EDT	6.16	A
USGS	02097517	2022-08-27 18:45	EDT	6.16	A
USGS	02097517	2022-08-27 19:00	EDT	6.49	A
USGS	02097517	2022-08-27 19:15	EDT	6.49	A
USGS	02097517	2022-08-27 19:30	EDT	6.67	A
USGS	02097517	2022-08-27 19:45	EDT	7.02	A
USGS	02097517	2022-08-27 20:00	EDT	7.39	A
USGS	02097517	2022-08-27 20:15	EDT	7.97	A
USGS	02097517	2022-08-27 20:30	EDT	8.17	A
USGS	02097517	2022-08-27 20:45	EDT	7.97	A
USGS	02097517	2022-08-27 21:00	EDT	7.77	A
USGS	02097517	2022-08-27 21:15	EDT	7.39	A
USGS	02097517	2022-08-27 21:30	EDT	7.02	A
USGS	02097517	2022-08-27 21:45	EDT	6.84	A
USGS	02097517	2022-08-27 22:00	EDT	6.84	A
USGS	02097517	2022-08-27 22:15	EDT	7.02	A
USGS	02097517	2022-08-27 22:30	EDT	6.49	A
USGS	02097517	2022-08-27 22:45	EDT	5.54	A
USGS	02097517	2022-08-27 23:00	EDT	5.69	A
USGS	02097517	2022-08-27 23:15	EDT	6.84	A
USGS	02097517	2022-08-27 23:30	EDT	8.58	A
USGS	02097517	2022-08-27 23:45	EDT	21.7	A
USGS	02097517	2022-08-28 00:00	EDT	37.8	A
USGS	02097517	2022-08-28 00:15	EDT	41.9	A
USGS	02097517	2022-08-28 00:30	EDT	41.2	A
USGS	02097517	2022-08-28 00:45	EDT	39.2	A
USGS	02097517	2022-08-28 01:00	EDT	35.9	A
USGS	02097517	2022-08-28 01:15	EDT	31.1	A
USGS	02097517	2022-08-28 01:30	EDT	26.8	A
USGS	02097517	2022-08-28 01:45	EDT	23.0	A
USGS	02097517	2022-08-28 02:00	EDT	20.8	A
USGS	02097517	2022-08-28 02:15	EDT	19.2	A
USGS	02097517	2022-08-28 02:30	EDT	18.0	A
USGS	02097517	2022-08-28 02:45	EDT	16.9	A
USGS	02097517	2022-08-28 03:00	EDT	15.9	A
USGS	02097517	2022-08-28 03:15	EDT	14.3	A
USGS	02097517	2022-08-28 03:30	EDT	13.4	A
USGS	02097517	2022-08-28 03:45	EDT	13.4	A
USGS	02097517	2022-08-28 04:00	EDT	13.1	A
USGS	02097517	2022-08-28 04:15	EDT	12.2	A
USGS	02097517	2022-08-28 04:30	EDT	11.7	A
USGS	02097517	2022-08-28 04:45	EDT	11.4	A
USGS	02097517	2022-08-28 05:00	EDT	10.9	A
USGS	02097517	2022-08-28 05:15	EDT	10.6	A
USGS	02097517	2022-08-28 05:30	EDT	10.2	A
USGS	02097517	2022-08-28 05:45	EDT	9.92	A
USGS	02097517	2022-08-28 06:00	EDT	9.69	A
USGS	02097517	2022-08-28 06:15	EDT	9.46	A
USGS	02097517	2022-08-28 06:30	EDT	9.46	A
USGS	02097517	2022-08-28 06:45	EDT	9.46	A
USGS	02097517	2022-08-28 07:00	EDT	9.01	A
USGS	02097517	2022-08-28 07:15	EDT	8.80	A
USGS	02097517	2022-08-28 07:30	EDT	8.37	A
USGS	02097517	2022-08-28 07:45	EDT	8.37	A
USGS	02097517	2022-08-28 08:00	EDT	8.37	A
USGS	02097517	2022-08-28 08:15	EDT	8.37	A
USGS	02097517	2022-08-28 08:30	EDT	8.17	A
USGS	02097517	2022-08-28 08:45	EDT	7.77	A
USGS	02097517	2022-08-28 09:00	EDT	7.58	A
USGS	02097517	2022-08-28 09:15	EDT	7.39	A
USGS	02097517	2022-08-28 09:30	EDT	7.39	A
USGS	02097517	2022-08-28 09:45	EDT	7.39	A
USGS	02097517	2022-08-28 10:00	EDT	7.77	A
USGS	02097517	2022-08-28 10:15	EDT	7.97	A
USGS	02097517	2022-08-28 10:30	EDT	7.97	A
USGS	02097517	2022-08-28 10:45	EDT	7.97	A
USGS	02097517	2022-08-28 11:00	EDT	8.17	A
USGS	02097517	2022-08-28 11:15	EDT	8.37	A
USGS	02097517	2022-08-28 11:30	EDT	8.58	A
USGS	02097517	2022-08-28 11:45	EDT	9.01	A
USGS	02097517	2022-08-28 12:00	EDT	9.01	A
USGS	02097517	2022-08-28 12:15	EDT	9.23	A
USGS	02097517	2022-08-28 12:30	EDT	8.80	A
USGS	02097517	2022-08-28 12:45	EDT	8.58	A
USGS	02097517	2022-08-28 13:00	EDT	8.58	A
USGS	02097517	2022-08-28 13:15	EDT	8.37	A
USGS	02097517	2022-08-28 13:30	EDT	8.37	A
USGS	02097517	2022-08-28 13:45	EDT	8.80	A
USGS	02097517	2022-08-28 14:00	EDT	9.23	A
USGS	02097517	2022-08-28 14:15	EDT	9.01	A
USGS	02097517	2022-08-28 14:30	EDT	8.58	A
USGS	02097517	2022-08-28 14:45	EDT	8.37	A
USGS	02097517	2022-08-28 15:00	EDT	8.17	A
USGS	02097517	2022-08-28 15:15	EDT	7.97	A
USGS	02097517	2022-08-28 15:30	EDT	7.97	A
USGS	02097517	2022-08-28 15:45	EDT	8.17	A
USGS	02097517	2022-08-28 16:00	EDT	7.97	A
USGS	02097517	2022-08-28 16:15	EDT	7.97	A
USGS	02097517	2022-08-28 16:30	EDT	7.77	A
USGS	02097517	2022-08-28 16:45	EDT	7.58	A
USGS	02097517	2022-08-28 17:00	EDT	7.58	A
USGS	02097517	2022-08-28 17:15	EDT	7.77	A
USGS	02097517	2022-08-28 17:30	EDT	7.58	A
USGS	02097517	2022-08-28 17:45	EDT	7.58	A
USGS	02097517	2022-08-28 18:00	EDT	7.97	A
USGS	02097517	2022-08-28 18:15	EDT	7.77	A
USGS	02097517	2022-08-28 18:30	EDT	7.77	A
USGS	02097517	2022-08-28 18:45	EDT	7.58	A
USGS	02097517	2022-08-28 19:00	EDT	7.77	A
USGS	02097517	2022-08-28 19:15	EDT	7.77	A
USGS	02097517	2022-08-28 19:30	EDT	7.77	A
USGS	02097517	2022-08-28 19:45	EDT	7.77	A
USGS	02097517	2022-08-28 20:00	EDT	7.97	A
USGS	02097517	2022-08-28 20:15	EDT	8.17	A
USGS	02097517	2022-08-28 20:30	EDT	7.97	A
USGS	02097517	2022-08-28 20:45	EDT	7.77	A
